year,areakm,municipality,geocode_ibge,state
2004,2.478648496603763,Diamantino,5103502,Mato Grosso
2005,0.7549927136387569,Diamantino,5103502,Mato Grosso
2006,0.7549927136387569,Diamantino,5103502,Mato Grosso
2007,0.6645242557237016,Diamantino,5103502,Mato Grosso
2008,0.6645242557237016,Diamantino,5103502,Mato Grosso
2009,0.14088119930031015,Diamantino,5103502,Mato Grosso
2010,0.14088119930031015,Diamantino,5103502,Mato Grosso
2011,0.39442600194116495,Diamantino,5103502,Mato Grosso
2012,0.39442600194116495,Diamantino,5103502,Mato Grosso
2013,0.39442600194116495,Diamantino,5103502,Mato Grosso
2014,0.21560885932820328,Diamantino,5103502,Mato Grosso
2015,1.5368995614490937,Diamantino,5103502,Mato Grosso
2016,1.5368995614490937,Diamantino,5103502,Mato Grosso
2017,3.083371900740943,Diamantino,5103502,Mato Grosso
2018,3.083371900740943,Diamantino,5103502,Mato Grosso
2019,0,Diamantino,5103502,Mato Grosso
2020,0,Diamantino,5103502,Mato Grosso
2021,0.24129948546446053,Diamantino,5103502,Mato Grosso
2022,0.06327175880566985,Diamantino,5103502,Mato Grosso
2023,0.14121809927341136,Diamantino,5103502,Mato Grosso
2000,5.720363710548989,Feliz Natal,5103700,Mato Grosso
2001,0.16693608073235522,Feliz Natal,5103700,Mato Grosso
2002,0.16693608073235522,Feliz Natal,5103700,Mato Grosso
2003,0.01847247603853462,Feliz Natal,5103700,Mato Grosso
2004,0.01847247603853462,Feliz Natal,5103700,Mato Grosso
2005,0,Feliz Natal,5103700,Mato Grosso
2006,0,Feliz Natal,5103700,Mato Grosso
2007,0.15951812292179685,Feliz Natal,5103700,Mato Grosso
2008,0.15951812292179685,Feliz Natal,5103700,Mato Grosso
2009,0.03531989166123562,Feliz Natal,5103700,Mato Grosso
2010,0.03531989166123562,Feliz Natal,5103700,Mato Grosso
2011,0,Feliz Natal,5103700,Mato Grosso
2012,0,Feliz Natal,5103700,Mato Grosso
2013,0,Feliz Natal,5103700,Mato Grosso
2014,0.02087373107925245,Feliz Natal,5103700,Mato Grosso
2015,0.4250983062656198,Feliz Natal,5103700,Mato Grosso
2016,0.4250983062656198,Feliz Natal,5103700,Mato Grosso
2017,0.008622011103618425,Feliz Natal,5103700,Mato Grosso
2018,0.008622011103618425,Feliz Natal,5103700,Mato Grosso
2019,0.033116473687599894,Feliz Natal,5103700,Mato Grosso
2020,0.40240441911752234,Feliz Natal,5103700,Mato Grosso
2021,0.041543653146972795,Feliz Natal,5103700,Mato Grosso
2022,0.010440019825366966,Feliz Natal,5103700,Mato Grosso
2023,0.014148275346180617,Feliz Natal,5103700,Mato Grosso
2000,80.38395454217091,Figueirópolis D'Oeste,5103809,Mato Grosso
2001,2.685761053351146,Figueirópolis D'Oeste,5103809,Mato Grosso
2002,2.685761053351146,Figueirópolis D'Oeste,5103809,Mato Grosso
2003,3.9491208099326234,Figueirópolis D'Oeste,5103809,Mato Grosso
2004,3.9491208099326234,Figueirópolis D'Oeste,5103809,Mato Grosso
2005,0.1278029636183107,Figueirópolis D'Oeste,5103809,Mato Grosso
2006,0.1278029636183107,Figueirópolis D'Oeste,5103809,Mato Grosso
2007,1.2525070155541187,Figueirópolis D'Oeste,5103809,Mato Grosso
2008,1.2525070155541187,Figueirópolis D'Oeste,5103809,Mato Grosso
2009,0.7350715428165964,Figueirópolis D'Oeste,5103809,Mato Grosso
2010,0.7350715428165964,Figueirópolis D'Oeste,5103809,Mato Grosso
2011,0.7224950661230902,Figueirópolis D'Oeste,5103809,Mato Grosso
2012,0.7224950661230902,Figueirópolis D'Oeste,5103809,Mato Grosso
2013,0.7224950661230902,Figueirópolis D'Oeste,5103809,Mato Grosso
2014,0.18537583591059223,Figueirópolis D'Oeste,5103809,Mato Grosso
2015,0.21766623195851653,Figueirópolis D'Oeste,5103809,Mato Grosso
2016,0.21766623195851653,Figueirópolis D'Oeste,5103809,Mato Grosso
2017,0.13448024435782333,Figueirópolis D'Oeste,5103809,Mato Grosso
2018,0.13448024435782333,Figueirópolis D'Oeste,5103809,Mato Grosso
2019,0.15381093195587187,Figueirópolis D'Oeste,5103809,Mato Grosso
2020,0.13042618674526274,Figueirópolis D'Oeste,5103809,Mato Grosso
2021,0.36268001179784753,Figueirópolis D'Oeste,5103809,Mato Grosso
2022,0,Figueirópolis D'Oeste,5103809,Mato Grosso
2023,0,Figueirópolis D'Oeste,5103809,Mato Grosso
2000,344.8316801294245,Gaúcha do Norte,5103858,Mato Grosso
2001,16.233061190186124,Gaúcha do Norte,5103858,Mato Grosso
2002,16.233061190186124,Gaúcha do Norte,5103858,Mato Grosso
2003,13.240949264300585,Gaúcha do Norte,5103858,Mato Grosso
2004,13.240949264300585,Gaúcha do Norte,5103858,Mato Grosso
2005,10.140232366764092,Gaúcha do Norte,5103858,Mato Grosso
2006,10.140232366764092,Gaúcha do Norte,5103858,Mato Grosso
2007,3.5932023602563814,Gaúcha do Norte,5103858,Mato Grosso
2008,3.5932023602563814,Gaúcha do Norte,5103858,Mato Grosso
2009,3.3591088032467735,Gaúcha do Norte,5103858,Mato Grosso
2010,3.3591088032467735,Gaúcha do Norte,5103858,Mato Grosso
2011,3.009584536393996,Gaúcha do Norte,5103858,Mato Grosso
2012,3.009584536393996,Gaúcha do Norte,5103858,Mato Grosso
2013,3.009584536393996,Gaúcha do Norte,5103858,Mato Grosso
2014,6.029060751903525,Gaúcha do Norte,5103858,Mato Grosso
2015,5.440011531806521,Gaúcha do Norte,5103858,Mato Grosso
2016,5.440011531806521,Gaúcha do Norte,5103858,Mato Grosso
2017,1.7719887781252255,Gaúcha do Norte,5103858,Mato Grosso
2018,1.7719887781252255,Gaúcha do Norte,5103858,Mato Grosso
2019,0.6825532236033353,Gaúcha do Norte,5103858,Mato Grosso
2020,1.3039600667562052,Gaúcha do Norte,5103858,Mato Grosso
2021,1.395537204167776,Gaúcha do Norte,5103858,Mato Grosso
2022,0.4987891892420555,Gaúcha do Norte,5103858,Mato Grosso
2023,0,Gaúcha do Norte,5103858,Mato Grosso
2000,314.5491519161599,Glória D'Oeste,5103957,Mato Grosso
2001,8.965656341396894,Glória D'Oeste,5103957,Mato Grosso
2002,8.965656341396894,Glória D'Oeste,5103957,Mato Grosso
2003,6.503612669297873,Glória D'Oeste,5103957,Mato Grosso
2004,6.503612669297873,Glória D'Oeste,5103957,Mato Grosso
2005,1.9327335198286282,Glória D'Oeste,5103957,Mato Grosso
2006,1.9327335198286282,Glória D'Oeste,5103957,Mato Grosso
2007,4.989102835752362,Glória D'Oeste,5103957,Mato Grosso
2008,4.989102835752362,Glória D'Oeste,5103957,Mato Grosso
2009,3.897370713171929,Glória D'Oeste,5103957,Mato Grosso
2010,3.897370713171929,Glória D'Oeste,5103957,Mato Grosso
2011,1.5223928257663704,Glória D'Oeste,5103957,Mato Grosso
2012,1.5223928257663704,Glória D'Oeste,5103957,Mato Grosso
2013,1.5223928257663704,Glória D'Oeste,5103957,Mato Grosso
2014,1.3664070434157405,Glória D'Oeste,5103957,Mato Grosso
2015,2.5033285119510724,Glória D'Oeste,5103957,Mato Grosso
2016,2.5033285119510724,Glória D'Oeste,5103957,Mato Grosso
2017,1.4943328452418103,Glória D'Oeste,5103957,Mato Grosso
2018,1.4943328452418103,Glória D'Oeste,5103957,Mato Grosso
2019,1.1884563816676925,Glória D'Oeste,5103957,Mato Grosso
2020,0.6067399356358348,Glória D'Oeste,5103957,Mato Grosso
2021,2.2791229884674116,Glória D'Oeste,5103957,Mato Grosso
2022,0.40591734952206915,Glória D'Oeste,5103957,Mato Grosso
2023,0.17820057296753294,Glória D'Oeste,5103957,Mato Grosso
2000,30.00532296471694,Guarantã do Norte,5104104,Mato Grosso
2001,2.8572687588692243,Guarantã do Norte,5104104,Mato Grosso
2002,2.8572687588692243,Guarantã do Norte,5104104,Mato Grosso
2003,4.433221232209437,Guarantã do Norte,5104104,Mato Grosso
2004,4.433221232209437,Guarantã do Norte,5104104,Mato Grosso
2005,4.07253825672776,Guarantã do Norte,5104104,Mato Grosso
2006,4.07253825672776,Guarantã do Norte,5104104,Mato Grosso
2007,2.959439623798782,Guarantã do Norte,5104104,Mato Grosso
2008,2.959439623798782,Guarantã do Norte,5104104,Mato Grosso
2009,0.6109164265718335,Guarantã do Norte,5104104,Mato Grosso
2010,0.6109164265718335,Guarantã do Norte,5104104,Mato Grosso
2011,1.547998745036077,Guarantã do Norte,5104104,Mato Grosso
2012,1.547998745036077,Guarantã do Norte,5104104,Mato Grosso
2013,1.547998745036077,Guarantã do Norte,5104104,Mato Grosso
2014,0.23608873666352878,Guarantã do Norte,5104104,Mato Grosso
2015,1.6879406181459577,Guarantã do Norte,5104104,Mato Grosso
2016,1.6879406181459577,Guarantã do Norte,5104104,Mato Grosso
2017,0.9177040175994333,Guarantã do Norte,5104104,Mato Grosso
2018,0.9177040175994333,Guarantã do Norte,5104104,Mato Grosso
2019,4.251300722158427,Guarantã do Norte,5104104,Mato Grosso
2020,2.7333738960293794,Guarantã do Norte,5104104,Mato Grosso
2021,0.8032365434252655,Guarantã do Norte,5104104,Mato Grosso
2022,1.9349518489464208,Guarantã do Norte,5104104,Mato Grosso
2023,0.4199148747951889,Guarantã do Norte,5104104,Mato Grosso
2000,0,Indiavaí,5104500,Mato Grosso
2001,0,Indiavaí,5104500,Mato Grosso
2002,0,Indiavaí,5104500,Mato Grosso
2003,0,Indiavaí,5104500,Mato Grosso
2004,0,Indiavaí,5104500,Mato Grosso
2005,0,Indiavaí,5104500,Mato Grosso
2006,0,Indiavaí,5104500,Mato Grosso
2007,0,Indiavaí,5104500,Mato Grosso
2008,0,Indiavaí,5104500,Mato Grosso
2009,0,Indiavaí,5104500,Mato Grosso
2010,0,Indiavaí,5104500,Mato Grosso
2011,0,Indiavaí,5104500,Mato Grosso
2012,0,Indiavaí,5104500,Mato Grosso
2013,0,Indiavaí,5104500,Mato Grosso
2014,0,Indiavaí,5104500,Mato Grosso
2015,0,Indiavaí,5104500,Mato Grosso
2016,0,Indiavaí,5104500,Mato Grosso
2017,0,Indiavaí,5104500,Mato Grosso
2018,0,Indiavaí,5104500,Mato Grosso
2019,0,Indiavaí,5104500,Mato Grosso
2020,0,Indiavaí,5104500,Mato Grosso
2021,0,Indiavaí,5104500,Mato Grosso
2022,0,Indiavaí,5104500,Mato Grosso
2023,0,Indiavaí,5104500,Mato Grosso
2000,185.88004381221762,Ipiranga do Norte,5104526,Mato Grosso
2001,14.759771669206337,Ipiranga do Norte,5104526,Mato Grosso
2002,14.759771669206337,Ipiranga do Norte,5104526,Mato Grosso
2003,6.951819592991036,Ipiranga do Norte,5104526,Mato Grosso
2004,6.951819592991036,Ipiranga do Norte,5104526,Mato Grosso
2005,0.45614562905504574,Ipiranga do Norte,5104526,Mato Grosso
2006,0.45614562905504574,Ipiranga do Norte,5104526,Mato Grosso
2007,0.23413714696625793,Ipiranga do Norte,5104526,Mato Grosso
2008,0.23413714696625793,Ipiranga do Norte,5104526,Mato Grosso
2009,0.6367411781980402,Ipiranga do Norte,5104526,Mato Grosso
2010,0.6367411781980402,Ipiranga do Norte,5104526,Mato Grosso
2011,0.10207884209872084,Ipiranga do Norte,5104526,Mato Grosso
2012,0.10207884209872084,Ipiranga do Norte,5104526,Mato Grosso
2013,0.10207884209872084,Ipiranga do Norte,5104526,Mato Grosso
2014,0.12486925964499254,Ipiranga do Norte,5104526,Mato Grosso
2015,0.05189430311975942,Ipiranga do Norte,5104526,Mato Grosso
2016,0.05189430311975942,Ipiranga do Norte,5104526,Mato Grosso
2017,0.02531537894163972,Ipiranga do Norte,5104526,Mato Grosso
2018,0.02531537894163972,Ipiranga do Norte,5104526,Mato Grosso
2019,0.3209187923243299,Ipiranga do Norte,5104526,Mato Grosso
2020,0.015442759159624661,Ipiranga do Norte,5104526,Mato Grosso
2021,0.010634840392895042,Ipiranga do Norte,5104526,Mato Grosso
2022,0.030158369781374518,Ipiranga do Norte,5104526,Mato Grosso
2023,0.016521207477468998,Ipiranga do Norte,5104526,Mato Grosso
2000,0,Itanhangá,5104542,Mato Grosso
2001,0,Itanhangá,5104542,Mato Grosso
2002,0,Itanhangá,5104542,Mato Grosso
2003,0,Itanhangá,5104542,Mato Grosso
2004,0,Itanhangá,5104542,Mato Grosso
2005,0,Itanhangá,5104542,Mato Grosso
2006,0,Itanhangá,5104542,Mato Grosso
2007,0,Itanhangá,5104542,Mato Grosso
2008,0,Itanhangá,5104542,Mato Grosso
2009,0,Itanhangá,5104542,Mato Grosso
2010,0,Itanhangá,5104542,Mato Grosso
2011,0,Itanhangá,5104542,Mato Grosso
2012,0,Itanhangá,5104542,Mato Grosso
2013,0,Itanhangá,5104542,Mato Grosso
2014,0,Itanhangá,5104542,Mato Grosso
2015,0,Itanhangá,5104542,Mato Grosso
2016,0,Itanhangá,5104542,Mato Grosso
2017,0,Itanhangá,5104542,Mato Grosso
2018,0,Itanhangá,5104542,Mato Grosso
2019,0,Itanhangá,5104542,Mato Grosso
2020,0,Itanhangá,5104542,Mato Grosso
2021,0,Itanhangá,5104542,Mato Grosso
2022,0,Itanhangá,5104542,Mato Grosso
2023,0,Itanhangá,5104542,Mato Grosso
2000,75.69020882964801,Itaúba,5104559,Mato Grosso
2001,5.407185279007802,Itaúba,5104559,Mato Grosso
2002,5.407185279007802,Itaúba,5104559,Mato Grosso
2003,14.787932511248046,Itaúba,5104559,Mato Grosso
2004,14.787932511248046,Itaúba,5104559,Mato Grosso
2005,5.498474148321973,Itaúba,5104559,Mato Grosso
2006,5.498474148321973,Itaúba,5104559,Mato Grosso
2007,4.055999815762268,Itaúba,5104559,Mato Grosso
2008,4.055999815762268,Itaúba,5104559,Mato Grosso
2009,1.6468278166653962,Itaúba,5104559,Mato Grosso
2010,1.6468278166653962,Itaúba,5104559,Mato Grosso
2011,0.3042764099629436,Itaúba,5104559,Mato Grosso
2012,0.3042764099629436,Itaúba,5104559,Mato Grosso
2013,0.3042764099629436,Itaúba,5104559,Mato Grosso
2014,0.9249923690595099,Itaúba,5104559,Mato Grosso
2015,2.9886542163878733,Itaúba,5104559,Mato Grosso
2016,2.9886542163878733,Itaúba,5104559,Mato Grosso
2017,2.7016847113289697,Itaúba,5104559,Mato Grosso
2018,2.7016847113289697,Itaúba,5104559,Mato Grosso
2019,0.46632122497861067,Itaúba,5104559,Mato Grosso
2020,0.21964325172714005,Itaúba,5104559,Mato Grosso
2021,1.860672043439066,Itaúba,5104559,Mato Grosso
2022,1.2353546489486948,Itaúba,5104559,Mato Grosso
2023,0.27063259774384046,Itaúba,5104559,Mato Grosso
2000,66.4050936881849,Jauru,5105002,Mato Grosso
2001,5.994809493223594,Jauru,5105002,Mato Grosso
2002,5.994809493223594,Jauru,5105002,Mato Grosso
2003,0.9319641297727291,Jauru,5105002,Mato Grosso
2004,0.9319641297727291,Jauru,5105002,Mato Grosso
2005,0.21510235328492297,Jauru,5105002,Mato Grosso
2006,0.21510235328492297,Jauru,5105002,Mato Grosso
2007,0.15319511354441737,Jauru,5105002,Mato Grosso
2008,0.15319511354441737,Jauru,5105002,Mato Grosso
2009,0.4253151001674296,Jauru,5105002,Mato Grosso
2010,0.4253151001674296,Jauru,5105002,Mato Grosso
2011,0.41437264338103275,Jauru,5105002,Mato Grosso
2012,0.41437264338103275,Jauru,5105002,Mato Grosso
2013,0.41437264338103275,Jauru,5105002,Mato Grosso
2014,0,Jauru,5105002,Mato Grosso
2015,0.5000855194105908,Jauru,5105002,Mato Grosso
2016,0.5000855194105908,Jauru,5105002,Mato Grosso
2017,0.014177411133962065,Jauru,5105002,Mato Grosso
2018,0.014177411133962065,Jauru,5105002,Mato Grosso
2019,0.013214206479188055,Jauru,5105002,Mato Grosso
2020,0.22919173970059553,Jauru,5105002,Mato Grosso
2021,0.3213202935972026,Jauru,5105002,Mato Grosso
2022,0.10549441587130302,Jauru,5105002,Mato Grosso
2023,0.04295003117605532,Jauru,5105002,Mato Grosso
2000,121.41660900357961,Juara,5105101,Mato Grosso
2001,10.953054449666135,Juara,5105101,Mato Grosso
2002,10.953054449666135,Juara,5105101,Mato Grosso
2003,8.808763305566497,Juara,5105101,Mato Grosso
2004,8.808763305566497,Juara,5105101,Mato Grosso
2005,8.374732318955534,Juara,5105101,Mato Grosso
2006,8.374732318955534,Juara,5105101,Mato Grosso
2007,4.530405953894336,Juara,5105101,Mato Grosso
2008,4.530405953894336,Juara,5105101,Mato Grosso
2009,1.2790257761638109,Juara,5105101,Mato Grosso
2010,1.2790257761638109,Juara,5105101,Mato Grosso
2011,1.4696799683417165,Juara,5105101,Mato Grosso
2012,1.4696799683417165,Juara,5105101,Mato Grosso
2013,1.4696799683417165,Juara,5105101,Mato Grosso
2014,5.534091078193174,Juara,5105101,Mato Grosso
2015,1.42122292639568,Juara,5105101,Mato Grosso
2016,1.42122292639568,Juara,5105101,Mato Grosso
2017,1.719424535074018,Juara,5105101,Mato Grosso
2018,1.719424535074018,Juara,5105101,Mato Grosso
2019,4.575011491578397,Juara,5105101,Mato Grosso
2020,5.439399466181264,Juara,5105101,Mato Grosso
2021,9.582410035263349,Juara,5105101,Mato Grosso
2022,4.150703468289465,Juara,5105101,Mato Grosso
2023,6.4149360204857455,Juara,5105101,Mato Grosso
2000,0.19638850380715892,Juruena,5105176,Mato Grosso
2001,0.10861950108367019,Juruena,5105176,Mato Grosso
2002,0.10861950108367019,Juruena,5105176,Mato Grosso
2003,0.016423840967547447,Juruena,5105176,Mato Grosso
2004,0.016423840967547447,Juruena,5105176,Mato Grosso
2005,0,Juruena,5105176,Mato Grosso
2006,0,Juruena,5105176,Mato Grosso
2007,0.8411117135659738,Juruena,5105176,Mato Grosso
2008,0.8411117135659738,Juruena,5105176,Mato Grosso
2009,0,Juruena,5105176,Mato Grosso
2010,0,Juruena,5105176,Mato Grosso
2011,0.16763274539508494,Juruena,5105176,Mato Grosso
2012,0.16763274539508494,Juruena,5105176,Mato Grosso
2013,0.16763274539508494,Juruena,5105176,Mato Grosso
2014,0.38658108465344465,Juruena,5105176,Mato Grosso
2015,0.23507083381472457,Juruena,5105176,Mato Grosso
2016,0.23507083381472457,Juruena,5105176,Mato Grosso
2017,0.28711052417589655,Juruena,5105176,Mato Grosso
2018,0.28711052417589655,Juruena,5105176,Mato Grosso
2019,0.07462634952602266,Juruena,5105176,Mato Grosso
2020,0.10669955138974782,Juruena,5105176,Mato Grosso
2021,0.34596765590222217,Juruena,5105176,Mato Grosso
2022,0.04658279014763488,Juruena,5105176,Mato Grosso
2023,0,Juruena,5105176,Mato Grosso
2000,3.63235718902018,Juína,5105150,Mato Grosso
2001,0,Juína,5105150,Mato Grosso
2002,0,Juína,5105150,Mato Grosso
2003,0.18987467470118383,Juína,5105150,Mato Grosso
2004,0.18987467470118383,Juína,5105150,Mato Grosso
2005,0,Juína,5105150,Mato Grosso
2006,0,Juína,5105150,Mato Grosso
2007,0.12158721602649739,Juína,5105150,Mato Grosso
2008,0.12158721602649739,Juína,5105150,Mato Grosso
2009,0,Juína,5105150,Mato Grosso
2010,0,Juína,5105150,Mato Grosso
2011,0.00403469700674798,Juína,5105150,Mato Grosso
2012,0.00403469700674798,Juína,5105150,Mato Grosso
2013,0.00403469700674798,Juína,5105150,Mato Grosso
2014,0,Juína,5105150,Mato Grosso
2015,0,Juína,5105150,Mato Grosso
2016,0,Juína,5105150,Mato Grosso
2017,0.04397089888403017,Juína,5105150,Mato Grosso
2018,0.04397089888403017,Juína,5105150,Mato Grosso
2019,0.12566422701915675,Juína,5105150,Mato Grosso
2020,0.06414658540538676,Juína,5105150,Mato Grosso
2021,0.8734289070742565,Juína,5105150,Mato Grosso
2022,0.07979366633465099,Juína,5105150,Mato Grosso
2023,0.5614571548941109,Juína,5105150,Mato Grosso
2000,48.957888020596485,Lambari D'Oeste,5105234,Mato Grosso
2001,5.15899449411785,Lambari D'Oeste,5105234,Mato Grosso
2002,5.15899449411785,Lambari D'Oeste,5105234,Mato Grosso
2003,2.6900641176398614,Lambari D'Oeste,5105234,Mato Grosso
2004,2.6900641176398614,Lambari D'Oeste,5105234,Mato Grosso
2005,3.0929307335394367,Lambari D'Oeste,5105234,Mato Grosso
2006,3.0929307335394367,Lambari D'Oeste,5105234,Mato Grosso
2007,0.8537393074068264,Lambari D'Oeste,5105234,Mato Grosso
2008,0.8537393074068264,Lambari D'Oeste,5105234,Mato Grosso
2009,0.21909957533980642,Lambari D'Oeste,5105234,Mato Grosso
2010,0.21909957533980642,Lambari D'Oeste,5105234,Mato Grosso
2011,0.4968064849450014,Lambari D'Oeste,5105234,Mato Grosso
2012,0.4968064849450014,Lambari D'Oeste,5105234,Mato Grosso
2013,0.4968064849450014,Lambari D'Oeste,5105234,Mato Grosso
2014,0.3923510058313568,Lambari D'Oeste,5105234,Mato Grosso
2015,1.0961969731251278,Lambari D'Oeste,5105234,Mato Grosso
2016,1.0961969731251278,Lambari D'Oeste,5105234,Mato Grosso
2017,1.2630089198156178,Lambari D'Oeste,5105234,Mato Grosso
2018,1.2630089198156178,Lambari D'Oeste,5105234,Mato Grosso
2019,0.3310459646916707,Lambari D'Oeste,5105234,Mato Grosso
2020,2.6028939810681258,Lambari D'Oeste,5105234,Mato Grosso
2021,0,Lambari D'Oeste,5105234,Mato Grosso
2022,0,Lambari D'Oeste,5105234,Mato Grosso
2023,0,Lambari D'Oeste,5105234,Mato Grosso
2000,54.343001547222535,Lucas do Rio Verde,5105259,Mato Grosso
2001,2.8902141321791124,Lucas do Rio Verde,5105259,Mato Grosso
2002,2.8902141321791124,Lucas do Rio Verde,5105259,Mato Grosso
2003,1.9728532206695129,Lucas do Rio Verde,5105259,Mato Grosso
2004,1.9728532206695129,Lucas do Rio Verde,5105259,Mato Grosso
2005,0.36387448292614155,Lucas do Rio Verde,5105259,Mato Grosso
2006,0.36387448292614155,Lucas do Rio Verde,5105259,Mato Grosso
2007,0.5004520826768725,Lucas do Rio Verde,5105259,Mato Grosso
2008,0.5004520826768725,Lucas do Rio Verde,5105259,Mato Grosso
2009,0.373950974638142,Lucas do Rio Verde,5105259,Mato Grosso
2010,0.373950974638142,Lucas do Rio Verde,5105259,Mato Grosso
2011,0.5183642896531775,Lucas do Rio Verde,5105259,Mato Grosso
2012,0.5183642896531775,Lucas do Rio Verde,5105259,Mato Grosso
2013,0.5183642896531775,Lucas do Rio Verde,5105259,Mato Grosso
2014,0.3913139471053867,Lucas do Rio Verde,5105259,Mato Grosso
2015,0,Lucas do Rio Verde,5105259,Mato Grosso
2016,0,Lucas do Rio Verde,5105259,Mato Grosso
2017,0.4874284784967863,Lucas do Rio Verde,5105259,Mato Grosso
2018,0.4874284784967863,Lucas do Rio Verde,5105259,Mato Grosso
2019,0.3452969203770733,Lucas do Rio Verde,5105259,Mato Grosso
2020,0.13904063664346913,Lucas do Rio Verde,5105259,Mato Grosso
2021,0.03429393042481983,Lucas do Rio Verde,5105259,Mato Grosso
2022,0.03249433771004808,Lucas do Rio Verde,5105259,Mato Grosso
2023,0.02300517413967359,Lucas do Rio Verde,5105259,Mato Grosso
2000,0,Luciara,5105309,Mato Grosso
2001,0,Luciara,5105309,Mato Grosso
2002,0,Luciara,5105309,Mato Grosso
2003,0,Luciara,5105309,Mato Grosso
2004,0,Luciara,5105309,Mato Grosso
2005,0,Luciara,5105309,Mato Grosso
2006,0,Luciara,5105309,Mato Grosso
2007,0,Luciara,5105309,Mato Grosso
2008,0,Luciara,5105309,Mato Grosso
2009,0,Luciara,5105309,Mato Grosso
2010,0,Luciara,5105309,Mato Grosso
2011,0,Luciara,5105309,Mato Grosso
2012,0,Luciara,5105309,Mato Grosso
2013,0,Luciara,5105309,Mato Grosso
2014,0,Luciara,5105309,Mato Grosso
2015,0,Luciara,5105309,Mato Grosso
2016,0,Luciara,5105309,Mato Grosso
2017,0,Luciara,5105309,Mato Grosso
2018,0,Luciara,5105309,Mato Grosso
2019,0,Luciara,5105309,Mato Grosso
2020,0,Luciara,5105309,Mato Grosso
2021,0,Luciara,5105309,Mato Grosso
2022,0,Luciara,5105309,Mato Grosso
2023,0,Luciara,5105309,Mato Grosso
2000,2.025075453503125,Marcelândia,5105580,Mato Grosso
2001,1.7762814697737916,Marcelândia,5105580,Mato Grosso
2002,1.7762814697737916,Marcelândia,5105580,Mato Grosso
2003,0.07157394250309015,Marcelândia,5105580,Mato Grosso
2004,0.07157394250309015,Marcelândia,5105580,Mato Grosso
2005,0.24182423971078687,Marcelândia,5105580,Mato Grosso
2006,0.24182423971078687,Marcelândia,5105580,Mato Grosso
2007,1.236503257670004,Marcelândia,5105580,Mato Grosso
2008,1.236503257670004,Marcelândia,5105580,Mato Grosso
2009,0.027887966722886758,Marcelândia,5105580,Mato Grosso
2010,0.027887966722886758,Marcelândia,5105580,Mato Grosso
2011,0,Marcelândia,5105580,Mato Grosso
2012,0,Marcelândia,5105580,Mato Grosso
2013,0,Marcelândia,5105580,Mato Grosso
2014,0,Marcelândia,5105580,Mato Grosso
2015,0,Marcelândia,5105580,Mato Grosso
2016,0,Marcelândia,5105580,Mato Grosso
2017,0.04990605296968068,Marcelândia,5105580,Mato Grosso
2018,0.04990605296968068,Marcelândia,5105580,Mato Grosso
2019,0.152786199983316,Marcelândia,5105580,Mato Grosso
2020,0.7401311588276331,Marcelândia,5105580,Mato Grosso
2021,0.35987126945439185,Marcelândia,5105580,Mato Grosso
2022,0,Marcelândia,5105580,Mato Grosso
2023,0.036262242328707124,Marcelândia,5105580,Mato Grosso
2000,0.2110820649950101,Matupá,5105606,Mato Grosso
2001,0.3700784552853569,Matupá,5105606,Mato Grosso
2002,0.3700784552853569,Matupá,5105606,Mato Grosso
2003,0.050881123562509595,Matupá,5105606,Mato Grosso
2004,0.050881123562509595,Matupá,5105606,Mato Grosso
2005,0.2620412232834133,Matupá,5105606,Mato Grosso
2006,0.2620412232834133,Matupá,5105606,Mato Grosso
2007,0.24790569483707858,Matupá,5105606,Mato Grosso
2008,0.24790569483707858,Matupá,5105606,Mato Grosso
2009,0.5636339610917288,Matupá,5105606,Mato Grosso
2010,0.5636339610917288,Matupá,5105606,Mato Grosso
2011,0.47052642057713934,Matupá,5105606,Mato Grosso
2012,0.47052642057713934,Matupá,5105606,Mato Grosso
2013,0.47052642057713934,Matupá,5105606,Mato Grosso
2014,0.03508525612913195,Matupá,5105606,Mato Grosso
2015,0.027968341558247675,Matupá,5105606,Mato Grosso
2016,0.027968341558247675,Matupá,5105606,Mato Grosso
2017,0.13375319274761527,Matupá,5105606,Mato Grosso
2018,0.13375319274761527,Matupá,5105606,Mato Grosso
2019,3.307871232591957,Matupá,5105606,Mato Grosso
2020,0.31458441288650774,Matupá,5105606,Mato Grosso
2021,0.3163805449294881,Matupá,5105606,Mato Grosso
2022,0.030158991209498193,Matupá,5105606,Mato Grosso
2023,0.03835346596257145,Matupá,5105606,Mato Grosso
2000,11.682286050312277,Mirassol d'Oeste,5105622,Mato Grosso
2001,0.401199950395806,Mirassol d'Oeste,5105622,Mato Grosso
2002,0.401199950395806,Mirassol d'Oeste,5105622,Mato Grosso
2003,0.5435517899624621,Mirassol d'Oeste,5105622,Mato Grosso
2004,0.5435517899624621,Mirassol d'Oeste,5105622,Mato Grosso
2005,0.2733268332161839,Mirassol d'Oeste,5105622,Mato Grosso
2006,0.2733268332161839,Mirassol d'Oeste,5105622,Mato Grosso
2007,0.027620650557151755,Mirassol d'Oeste,5105622,Mato Grosso
2008,0.027620650557151755,Mirassol d'Oeste,5105622,Mato Grosso
2009,0.2881490498337632,Mirassol d'Oeste,5105622,Mato Grosso
2010,0.2881490498337632,Mirassol d'Oeste,5105622,Mato Grosso
2011,0.009963303830966823,Mirassol d'Oeste,5105622,Mato Grosso
